capture,pass,blocking,dirty_nodes,host_requests,retained_nodes,snapshot_nodes,sync_children,taffy_hit,taffy_miss,miss_nodes,hit_nodes,cow_ms,snapshot_ms,taffy_root_ms,invalidate_measurement,measure_calls,measure_outstanding,style_changes,measure_cache_hit
perfetto-cache-r1-group-back,0,0,5,0,295,295,169,28,33,6,7,0.001834,0.851542,0.6545,,,,,
perfetto-cache-r1-group-open,0,1,32,4,322,322,74,182,175,33,30,0.002792,0.8795,3.199875,1,7,3,27,
perfetto-cache-r1-group-open,1,1,12,2,322,322,,142,71,18,20,0.000708,1.435958,2.190958,1,7,1,,4
perfetto-cache-r1-group-open,2,0,12,0,322,322,,142,66,13,18,0.000459,1.905167,1.761917,1,7,,,7
perfetto-cache-r1-group-open,3,0,10,0,322,322,1,59,49,11,10,0.002875,1.575,1.77575,,,,1,
perfetto-cache-r1-group-open,4,1,220,413,520,520,397,2981,1800,225,225,0.00225,2.482333,49.777708,32,414,1,179,
perfetto-cache-r1-group-open,5,1,131,366,520,520,,3450,1938,194,225,0.000708,1.292041,40.8865,32,675,1,,308
perfetto-cache-r1-group-open,6,1,131,135,520,520,,3386,1654,165,196,0.0015,1.765666,46.421583,32,594,1,,458
perfetto-cache-r1-group-open,7,1,131,5,520,520,,3417,1615,132,194,0.001,2.435417,35.819,32,588,1,,582
perfetto-cache-r1-group-open,8,1,15,1,520,520,,575,107,16,49,0.000375,0.974375,1.877917,3,37,,,36
perfetto-cache-r1-group-open,9,0,12,0,520,520,,544,70,13,47,0.000375,2.421667,3.741583,1,11,,,11
perfetto-cache-r1-group-open,10,0,12,0,492,492,14,647,89,42,94,0.002333,1.170708,4.459292,,,,2,
perfetto-cache-r1-reader-back,0,0,27,0,492,492,24,158,96,31,52,0.003458,2.2915,5.820167,,16,,2,16
perfetto-cache-r1-reader-back,1,1,32,13,499,499,17,989,205,66,122,0.00175,3.616,5.497875,1,14,,10,1
perfetto-cache-r1-reader-back,2,1,14,12,499,499,,766,146,47,102,0.000583,1.006791,2.700375,1,22,,,10
perfetto-cache-r1-reader-back,3,1,14,4,499,499,,578,106,16,47,0.002209,1.398167,5.731167,1,19,,,15
perfetto-cache-r1-reader-back,4,0,14,0,499,499,,579,105,15,47,0.000541,3.022791,4.409041,1,19,,,19
perfetto-cache-r1-reader-back,5,0,11,0,492,492,4,462,58,12,41,0.003958,2.449542,2.520375,,,,1,
perfetto-cache-r1-reader-open,0,0,13,0,499,499,20,30,49,14,9,0.004208,3.962291,1.916542,,,,8,
perfetto-cache-r1-reader-open,1,0,33,0,499,499,2,268,79,20,25,0.002916,1.03175,1.049583,,1,,2,1
perfetto-cache-r1-reader-open,2,0,93,0,563,563,139,618,648,77,74,0.001875,1.822291,7.789792,,,,68,
perfetto-cache-r1-reader-open,3,0,29,0,509,509,38,105,69,13,14,0.00375,2.863458,1.172209,,,,2,
perfetto-cache-r1-reader-open,4,0,38,0,509,509,26,134,160,22,21,0.002958,2.089833,3.240708,,,,11,
perfetto-cache-r1-reader-open,5,0,31,0,512,512,7,134,94,15,18,0.004,3.715166,3.862916,,,,4,
perfetto-cache-r1-scroll,0,1,18,13,499,499,14,746,145,48,102,0.003792,2.377042,7.660042,1,13,,7,
perfetto-cache-r1-scroll,1,1,14,12,499,499,,766,146,47,102,0.000875,2.661,4.760916,1,22,,,10
perfetto-cache-r1-scroll,2,1,14,4,499,499,,578,106,16,47,0.000542,2.510917,4.333166,1,19,,,15
perfetto-cache-r1-scroll,3,0,14,0,499,499,,579,105,15,47,0.000458,2.017083,5.337333,1,19,,,19
perfetto-cache-r1-scroll,4,1,32,39,520,520,40,961,262,63,119,0.002708,1.121166,5.207875,3,39,,19,
perfetto-cache-r1-scroll,5,1,22,36,520,520,,1013,273,60,119,0.000708,2.669125,14.245833,3,66,,,30
perfetto-cache-r1-scroll,6,1,22,12,520,520,,814,212,26,60,0.000917,2.25875,6.150583,3,57,,,45
perfetto-cache-r1-scroll,7,0,22,0,520,520,,817,209,23,60,0.0015,2.613084,7.767917,3,57,,,57
perfetto-cache-r1-scroll,8,1,32,39,541,541,40,1024,265,66,128,0.003166,2.094917,9.252291,3,39,,19,
perfetto-cache-r1-scroll,9,1,22,36,541,541,,1076,276,63,128,0.000834,1.357959,4.979,3,66,,,30
perfetto-cache-r1-scroll,10,1,22,12,541,541,,856,212,26,63,0.001084,1.212792,3.484375,3,57,,,45
perfetto-cache-r1-scroll,11,0,22,0,541,541,,859,209,23,63,0.00075,1.069583,5.463625,3,57,,,57
perfetto-cache-r1-scroll,12,0,10,0,541,541,1,59,49,11,10,0.001208,1.0825,0.446833,,,,1,
perfetto-cache-r1-scroll,13,1,32,39,562,562,40,1087,268,69,137,0.000917,1.117875,6.549542,3,39,,19,
perfetto-cache-r1-scroll,14,1,22,36,562,562,,1139,279,66,137,0.000458,1.342292,5.481709,3,66,,,30
perfetto-cache-r1-scroll,15,1,22,12,562,562,,898,212,26,66,0.000208,1.236834,4.5175,3,57,,,45
perfetto-cache-r1-scroll,16,0,22,0,562,562,,901,209,23,66,0.000625,1.698375,5.393417,3,57,,,57
perfetto-cache-r1-scroll,17,0,12,0,562,562,2,857,99,52,124,0.002291,1.1965,3.1015,,,,2,
perfetto-cache-r1-scroll,18,1,18,13,569,569,14,956,155,58,132,0.002792,2.308209,7.836,1,13,,7,
perfetto-cache-r1-scroll,19,1,14,12,569,569,,976,156,57,132,0.000333,2.854,7.245792,1,22,,,10
perfetto-cache-r1-scroll,20,1,14,4,569,569,,718,106,16,57,0.000666,2.9295,2.94075,1,19,,,15
perfetto-cache-r1-scroll,21,0,14,0,569,569,,719,105,15,57,0.000333,1.071416,4.324708,1,19,,,19
perfetto-cache-r1-scroll,22,0,10,0,569,569,1,59,49,11,10,0.003417,2.063417,1.611875,,,,1,
perfetto-cache-r1-scroll,23,1,25,26,583,583,27,1074,214,66,142,0.0035,2.225,5.154417,2,26,,13,
perfetto-cache-r1-scroll,24,1,18,24,583,583,,1110,220,64,142,0.000541,2.821167,11.325958,2,44,,,20
perfetto-cache-r1-scroll,25,1,18,8,583,583,,843,159,21,64,0.002375,1.749,6.983667,2,38,,,30
perfetto-cache-r1-scroll,26,0,18,0,583,583,,845,157,19,64,0.00075,3.687416,6.8025,2,38,,,38
perfetto-cache-r1-scroll,27,1,26,26,597,597,28,1114,218,69,147,0.004042,1.322542,5.699875,2,26,,14,
perfetto-cache-r1-scroll,28,1,18,24,597,597,,1152,222,66,148,0.000833,1.729167,6.43525,2,44,,,20
perfetto-cache-r1-scroll,29,1,18,8,597,597,,871,159,21,66,0.00075,1.529209,3.613417,2,38,,,30
perfetto-cache-r1-scroll,30,0,18,0,597,597,,873,157,19,66,0.000417,1.257333,6.394167,2,38,,,38
perfetto-cache-r1-scroll,31,1,19,13,604,604,15,1059,162,64,146,0.004333,3.49875,9.347666,1,13,,8,
perfetto-cache-r1-scroll,32,1,14,12,604,604,,1081,161,62,147,0.001,3.102375,8.25025,1,22,,,10
perfetto-cache-r1-scroll,33,1,14,4,604,604,,788,106,16,62,0.000792,2.949084,6.9585,1,19,,,15
perfetto-cache-r1-scroll,34,0,14,0,604,604,,789,105,15,62,0.000667,1.217459,5.020791,1,19,,,19
perfetto-cache-r1-scroll,35,1,33,39,625,625,41,1274,279,79,163,0.003208,3.810583,14.579583,3,39,,20,
perfetto-cache-r1-scroll,36,1,22,36,625,625,,1328,288,75,164,0.000917,1.644125,10.4025,3,66,,,30
perfetto-cache-r1-scroll,37,1,22,12,625,625,,1024,212,26,75,0.000875,1.785334,7.007583,3,57,,,45
perfetto-cache-r1-scroll,38,0,22,0,625,625,,1027,209,23,75,0.000416,1.837333,6.772625,3,57,,,57
perfetto-cache-r1-scroll,39,0,10,0,625,625,1,59,49,11,10,0.002667,2.426125,0.931833,,,,1,
perfetto-cache-r1-scroll,40,1,32,39,646,646,40,1339,280,81,173,0.000959,1.370292,7.6305,3,39,,19,
perfetto-cache-r1-scroll,41,1,22,36,646,646,,1391,291,78,173,0.000833,1.6145,10.023708,3,66,,,30
perfetto-cache-r1-scroll,42,1,22,12,646,646,,1066,212,26,78,0.000209,3.556833,9.538542,3,57,,,45
perfetto-cache-r1-scroll,43,0,22,0,646,646,,1069,209,23,78,0.000542,3.415459,4.670417,3,57,,,57
perfetto-cache-r1-scroll,44,0,10,0,646,646,1,59,49,11,10,0.002792,1.2755,0.472917,,,,1,
perfetto-cache-r1-scroll,45,1,25,26,660,660,27,1305,225,77,175,0.003125,3.188875,11.273666,2,26,,13,
perfetto-cache-r1-scroll,46,1,18,24,660,660,,1341,231,75,175,0.001375,5.032875,10.31975,2,44,,,20
perfetto-cache-r1-scroll,47,1,18,8,660,660,,997,159,21,75,0.001375,1.5165,7.278333,2,38,,,30
perfetto-cache-r1-scroll,48,0,18,0,660,660,,999,157,19,75,0.000375,3.738083,8.009625,2,38,,,38
perfetto-cache-r1-scroll,49,1,27,26,669,669,30,1320,232,79,177,0.003416,3.542542,13.092333,2,26,,15,
perfetto-cache-r1-scroll,50,1,18,24,669,669,,1362,232,76,178,0.000875,5.131041,12.283583,2,44,,,20
perfetto-cache-r1-scroll,51,1,18,8,669,669,,1011,159,21,76,0.0015,1.957291,4.689833,2,38,,,30
perfetto-cache-r1-scroll,52,0,18,0,669,669,,1013,157,19,76,0.000333,1.65625,3.25575,2,38,,,38
perfetto-cache-r1-scroll,53,1,27,26,676,676,32,1341,233,80,180,0.0025,2.065459,12.673625,2,26,,15,
perfetto-cache-r1-scroll,54,1,18,24,676,676,,1383,233,77,181,0.001,2.924,10.994208,2,44,,,20
perfetto-cache-r1-scroll,55,1,18,8,676,676,,1025,159,21,77,0.000708,1.434542,5.860792,2,38,,,30
perfetto-cache-r1-scroll,56,0,18,0,676,676,,1027,157,19,77,0.000834,4.17175,5.327208,2,38,,,38
perfetto-cache-r1-scroll,57,0,10,0,676,676,1,59,49,11,10,0.00375,2.40075,1.094041,,,,1,
perfetto-cache-r1-scroll,58,1,26,26,669,669,37,1322,230,78,178,0.001542,2.728208,4.683125,2,26,,14,
perfetto-cache-r1-scroll,59,1,18,24,669,669,,1362,232,76,178,0.000708,1.506333,6.400709,2,44,,,20
perfetto-cache-r1-scroll,60,1,18,8,669,669,,1011,159,21,76,0.000625,1.677917,5.258334,2,38,,,30
perfetto-cache-r1-scroll,61,0,18,0,669,669,,1013,157,19,76,0.000834,1.951958,3.856959,2,38,,,38
perfetto-cache-r1-scroll,62,0,12,0,669,669,2,810,60,13,65,0.001542,1.552375,2.139625,,,,2,
perfetto-cache-r1-scroll,63,1,19,13,669,669,18,1246,173,72,174,0.001208,2.587,7.132709,1,13,,8,
perfetto-cache-r1-scroll,64,1,14,12,669,669,,1270,170,71,174,0.000416,3.405,8.065625,1,22,,,10
perfetto-cache-r1-scroll,65,1,14,4,669,669,,914,106,16,71,0.000583,2.130917,7.400791,1,19,,,15
perfetto-cache-r1-scroll,66,0,14,0,669,669,,915,105,15,71,0.000917,1.564666,2.924292,1,19,,,19
perfetto-cache-r1-scroll,67,1,27,26,669,669,35,1320,232,79,177,0.001334,3.17,9.611292,2,26,,15,
perfetto-cache-r1-scroll,68,1,18,24,669,669,,1362,232,76,178,0.000459,3.151041,9.110042,2,44,,,20
perfetto-cache-r1-scroll,69,1,18,8,669,669,,1011,159,21,76,0.000292,2.37325,6.025083,2,38,,,30
perfetto-cache-r1-scroll,70,0,18,0,669,669,,1013,157,19,76,0.00025,1.827125,3.283542,2,38,,,38
perfetto-cache-r1-scroll,71,1,20,13,669,669,20,1244,175,73,173,0.002375,3.69425,8.337875,1,13,,10,
perfetto-cache-r1-scroll,72,1,14,12,669,669,,1270,170,71,174,0.000625,2.847416,10.056333,1,22,,,10
perfetto-cache-r1-scroll,73,1,14,4,669,669,,914,106,16,71,0.000417,4.01475,3.862583,1,19,,,15
perfetto-cache-r1-scroll,74,0,14,0,669,669,,915,105,15,71,0.000458,3.264333,3.075125,1,19,,,19
perfetto-cache-r1-scroll,75,1,34,39,669,669,51,1396,289,85,181,0.003542,4.121625,16.724541,3,39,,21,
perfetto-cache-r1-scroll,76,1,22,36,669,669,,1454,294,81,182,0.00125,2.325042,12.621959,3,66,,,30
perfetto-cache-r1-scroll,77,1,22,12,669,669,,1108,212,26,81,0.001416,2.505875,8.746042,3,57,,,45
perfetto-cache-r1-scroll,78,0,22,0,669,669,,1111,209,23,81,0.000416,2.374208,5.390959,3,57,,,57
perfetto-cache-r1-scroll,79,0,10,0,669,669,1,59,49,11,10,0.006166,3.044125,1.184833,,,,1,
perfetto-cache-r1-scroll,80,1,40,52,676,676,63,1495,345,91,189,0.002167,3.532541,14.846209,4,52,,26,
perfetto-cache-r1-scroll,81,1,26,48,676,676,,1567,357,87,189,0.000917,2.885042,12.278708,4,88,,,40
perfetto-cache-r1-scroll,82,1,26,16,676,676,,1219,265,31,87,0.00075,2.991417,10.163167,4,76,,,60
perfetto-cache-r1-scroll,83,0,26,0,676,676,,1223,261,27,87,0.00075,1.973417,8.099208,4,76,,,76
perfetto-cache-r1-scroll,84,0,13,0,669,669,6,1168,118,67,169,0.003417,2.46175,7.876041,,,,3,
perfetto-cache-r1-scroll,85,1,26,26,669,669,34,1322,230,78,178,0.006084,3.4925,12.516084,2,26,,14,
perfetto-cache-r1-scroll,86,1,18,24,669,669,,1362,232,76,178,0.000792,3.154167,7.227083,2,44,,,20
perfetto-cache-r1-scroll,87,1,18,8,669,669,,1011,159,21,76,0.000875,2.221667,6.199625,2,38,,,30
perfetto-cache-r1-scroll,88,0,18,0,669,669,,1013,157,19,76,0.000167,1.841625,3.439,2,38,,,38
perfetto-cache-r1-scroll,89,1,41,52,676,676,65,1493,347,92,188,0.001625,2.154334,6.759625,4,52,,28,
perfetto-cache-r1-scroll,90,1,26,48,676,676,,1567,357,87,189,0.00075,3.252042,8.570167,4,88,,,40
perfetto-cache-r1-scroll,91,1,26,16,676,676,,1219,265,31,87,0.001125,1.64075,8.642917,4,76,,,60
perfetto-cache-r1-scroll,92,0,26,0,676,676,,1223,261,27,87,0.001416,1.701458,10.116,4,76,,,76
perfetto-cache-r1-scroll,93,1,26,26,669,669,37,1322,230,78,178,0.004208,2.636167,13.456459,2,26,,14,
perfetto-cache-r1-scroll,94,1,18,24,669,669,,1362,232,76,178,0.001125,4.28875,12.806,2,44,,,20
perfetto-cache-r1-scroll,95,1,18,8,669,669,,1011,159,21,76,0.001084,1.859709,6.086291,2,38,,,30
perfetto-cache-r1-scroll,96,0,18,0,669,669,,1013,157,19,76,0.001167,2.887666,8.577791,2,38,,,38
perfetto-cache-r1-scroll,97,1,33,39,669,669,50,1398,287,84,182,0.001875,2.285458,13.578375,3,39,,20,
perfetto-cache-r1-scroll,98,1,22,36,669,669,,1454,294,81,182,0.001042,3.609292,19.107167,3,66,,,30
perfetto-cache-r1-scroll,99,1,22,12,669,669,,1108,212,26,81,0.000375,3.961791,6.3345,3,57,,,45
perfetto-cache-r1-scroll,100,0,22,0,669,669,,1111,209,23,81,0.000542,3.972958,9.063,3,57,,,57
perfetto-cache-r1-scroll,101,1,40,52,669,669,66,1474,344,90,186,0.002458,2.089375,13.054375,4,52,,26,
perfetto-cache-r1-scroll,102,1,26,48,669,669,,1546,356,86,186,0.000958,3.142084,17.131708,4,88,,,40
perfetto-cache-r1-scroll,103,1,26,16,669,669,,1205,265,31,86,0.001083,3.477334,10.9515,4,76,,,60
perfetto-cache-r1-scroll,104,0,26,0,669,669,,1209,261,27,86,0.000792,3.959541,9.934458,4,76,,,76
perfetto-cache-r2-group-back,0,0,5,0,295,295,169,28,33,6,7,0.000333,0.239083,0.128542,,,,,
perfetto-cache-r2-group-open,0,1,32,4,322,322,74,182,175,33,30,0.00175,0.612709,1.647125,1,7,3,27,
perfetto-cache-r2-group-open,1,1,12,2,322,322,,142,71,18,20,0.000458,0.688292,1.726541,1,7,1,,4
perfetto-cache-r2-group-open,2,0,12,0,322,322,,142,66,13,18,0.000417,0.578709,0.72125,1,7,,,7
perfetto-cache-r2-group-open,3,0,10,0,322,322,1,59,49,11,10,0.00225,0.560667,0.453167,,,,1,
perfetto-cache-r2-group-open,4,1,220,413,520,520,397,2981,1800,225,225,0.003167,1.679166,40.328,32,414,1,179,
perfetto-cache-r2-group-open,5,1,131,366,520,520,,3450,1938,194,225,0.001083,1.7255,53.392125,32,675,1,,308
perfetto-cache-r2-group-open,6,1,131,135,520,520,,3386,1654,165,196,0.000875,2.811583,37.0525,32,594,1,,458
perfetto-cache-r2-group-open,7,1,131,5,520,520,,3417,1615,132,194,0.000709,1.637375,32.225084,32,588,1,,582
perfetto-cache-r2-group-open,8,1,15,1,520,520,,575,107,16,49,0.00125,2.265916,5.113625,3,37,,,36
perfetto-cache-r2-group-open,9,0,12,0,520,520,,544,70,13,47,0.001042,2.941084,1.857,1,11,,,11
perfetto-cache-r2-group-open,10,0,12,0,492,492,14,647,89,42,94,0.004208,1.071041,3.48625,,,,2,
perfetto-cache-r2-reader-back,0,0,27,0,492,492,24,158,96,31,52,0.001459,3.108334,3.720333,,16,,2,16
perfetto-cache-r2-reader-back,1,1,32,13,499,499,17,989,205,66,122,0.002666,2.5515,11.493583,1,14,,10,1
perfetto-cache-r2-reader-back,2,1,14,12,499,499,,766,146,47,102,0.000708,2.068667,8.554542,1,22,,,10
perfetto-cache-r2-reader-back,3,1,14,4,499,499,,578,106,16,47,0.001417,1.514625,6.798166,1,19,,,15
perfetto-cache-r2-reader-back,4,0,14,0,499,499,,579,105,15,47,0.000875,3.449834,6.690875,1,19,,,19
perfetto-cache-r2-reader-back,5,0,11,0,492,492,4,462,58,12,41,0.00225,2.408625,3.250584,,,,1,
perfetto-cache-r2-reader-open,0,0,13,0,499,499,20,30,49,14,9,0.002625,1.108375,0.568333,,,,8,
perfetto-cache-r2-reader-open,1,0,33,0,499,499,2,268,79,20,25,0.003042,4.393333,2.959125,,1,,2,1
perfetto-cache-r2-reader-open,2,0,93,0,563,563,139,618,648,77,74,0.003375,2.807417,9.555333,,,,68,
